[2026-04-30 11:02:02] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
JGD_Homology | n2c6-b1 | 112 | 16 | 128 | 210 | 7 | 7 | 0.12 | 6.560131
JGD_Homology | n2c6-b10 | 32 | 320 | 128 | 330 | 2 | 20 | 0.06 | 21.140423
JGD_Homology | n2c6-b2 | 464 | 112 | 128 | 1365 | 29 | 58 | 0.09 | 9.460189
JGD_Homology | n2c6-b3 | 1376 | 464 | 128 | 5460 | 86 | 253 | 0.08 | 20.520411
JGD_Homology | n2c6-b4 | 3008 | 1376 | 128 | 15015 | 188 | 731 | 0.08 | 46.860939
JGD_Homology | n2c6-b5 | 4960 | 3008 | 128 | 29670 | 310 | 1480 | 0.08 | 88.241768
JGD_Homology | n2c6-b6 | 5728 | 4960 | 128 | 40005 | 358 | 2030 | 0.08 | 119.742393
JGD_Homology | n2c6-b7 | 4000 | 5728 | 128 | 31920 | 250 | 1645 | 0.08 | 101.922035
JGD_Homology | n2c6-b8 | 1472 | 4000 | 128 | 13230 | 92 | 702 | 0.07 | 46.360928
JGD_Homology | n2c6-b9 | 320 | 1472 | 128 | 3060 | 20 | 162 | 0.07 | 21.760435
JGD_Homology | n3c4-b1 | 16 | 16 | 128 | 30 | 1 | 1 | 0.12 | 9.700194
JGD_Homology | n3c4-b2 | 32 | 16 | 128 | 60 | 2 | 2 | 0.12 | 9.200184
JGD_Homology | n3c4-b3 | 16 | 32 | 128 | 60 | 1 | 2 | 0.12 | 10.340207
JGD_Homology | n3c4-b4 | 16 | 16 | 128 | 30 | 1 | 1 | 0.12 | 8.700174
JGD_Homology | n3c5-b1 | 48 | 16 | 128 | 90 | 3 | 3 | 0.12 | 9.720195
JGD_Homology | n3c5-b2 | 128 | 48 | 128 | 360 | 8 | 15 | 0.09 | 6.720134
JGD_Homology | n3c5-b3 | 224 | 128 | 128 | 840 | 14 | 37 | 0.09 | 8.940179
JGD_Homology | n3c5-b4 | 256 | 224 | 128 | 1260 | 16 | 57 | 0.09 | 9.300186
JGD_Homology | n3c5-b5 | 224 | 256 | 128 | 1260 | 14 | 55 | 0.09 | 10.200204
JGD_Homology | n3c5-b6 | 128 | 224 | 128 | 840 | 8 | 36 | 0.09 | 9.720195
JGD_Homology | n3c5-b7 | 32 | 128 | 128 | 240 | 2 | 11 | 0.09 | 14.700294
JGD_Homology | n3c6-b1 | 112 | 112 | 128 | 210 | 7 | 7 | 0.12 | 5.880117
JGD_Homology | n3c6-b10 | 688 | 2512 | 128 | 7425 | 43 | 387 | 0.07 | 30.000601
JGD_Homology | n3c6-b11 | 64 | 688 | 128 | 720 | 4 | 41 | 0.07 | 17.700354
JGD_Homology | n3c6-b2 | 464 | 112 | 128 | 1365 | 29 | 58 | 0.09 | 9.660193
JGD_Homology | n3c6-b3 | 1376 | 464 | 128 | 5460 | 86 | 253 | 0.08 | 20.220404
JGD_Homology | n3c6-b4 | 3008 | 1376 | 128 | 15015 | 188 | 731 | 0.08 | 46.180923
JGD_Homology | n3c6-b5 | 5008 | 3008 | 128 | 30030 | 313 | 1505 | 0.08 | 94.441887
JGD_Homology | n3c6-b6 | 6448 | 5008 | 128 | 45045 | 403 | 2278 | 0.08 | 135.382706
JGD_Homology | n3c6-b7 | 6448 | 6448 | 128 | 51480 | 403 | 2609 | 0.08 | 155.283112
JGD_Homology | n3c6-b8 | 4944 | 6448 | 128 | 44415 | 309 | 2247 | 0.08 | 132.882660
JGD_Homology | n3c6-b9 | 2512 | 4944 | 128 | 25110 | 157 | 1277 | 0.08 | 83.141663
JGD_Homology | n4c5-b1 | 112 | 16 | 128 | 210 | 7 | 7 | 0.12 | 6.480130
JGD_Homology | n4c5-b10 | 128 | 640 | 128 | 1320 | 8 | 67 | 0.08 | 14.820296
JGD_Homology | n4c5-b11 | 16 | 128 | 128 | 120 | 1 | 8 | 0.06 | 17.420349
JGD_Homology | n4c5-b2 | 464 | 112 | 128 | 1365 | 29 | 58 | 0.09 | 10.000200
JGD_Homology | n4c5-b3 | 1360 | 464 | 128 | 5400 | 85 | 250 | 0.08 | 20.980419
JGD_Homology | n4c5-b4 | 2864 | 1360 | 128 | 14260 | 179 | 704 | 0.08 | 46.100922
JGD_Homology | n4c5-b5 | 4352 | 2864 | 128 | 26040 | 272 | 1330 | 0.08 | 81.601631
JGD_Homology | n4c5-b6 | 4736 | 4352 | 128 | 33145 | 296 | 1740 | 0.07 | 104.042084
JGD_Homology | n4c5-b7 | 3648 | 4736 | 128 | 29080 | 228 | 1558 | 0.07 | 94.161880
JGD_Homology | n4c5-b8 | 1904 | 3648 | 128 | 17055 | 119 | 920 | 0.07 | 56.081123
JGD_Homology | n4c5-b9 | 640 | 1904 | 128 | 6300 | 40 | 345 | 0.07 | 27.460548
JGD_Homology | n4c6-b1 | 224 | 32 | 128 | 420 | 14 | 21 | 0.08 | 10.080201
JGD_Homology | n4c6-b12 | 25616 | 69248 | 128 | 332865 | 1601 | 18647 | 0.07 | 495.649902
JGD_Homology | n4c6-b13 | 6304 | 25616 | 128 | 88200 | 394 | 4954 | 0.07 | 283.885681
JGD_Homology | n4c6-b14 | 928 | 6304 | 128 | 13800 | 58 | 777 | 0.07 | 59.621193
JGD_Homology | n4c6-b15 | 64 | 928 | 128 | 960 | 4 | 60 | 0.06 | 23.620472
JGD_Homology | n4c6-b2 | 1344 | 224 | 128 | 3990 | 84 | 178 | 0.09 | 16.680334
JGD_Homology | n4c6-b3 | 5984 | 1344 | 128 | 23880 | 374 | 1126 | 0.08 | 74.021477
JGD_Homology | n4c6-b4 | 20064 | 5984 | 128 | 100290 | 1254 | 4972 | 0.08 | 286.445740
JGD_Homology | n4c6-b5 | 51824 | 20064 | 128 | 310878 | 3239 | 15990 | 0.08 | 426.628540
JGD_Homology | shar_te2-b1 | 17168 | 288 | 128 | 34320 | 1073 | 1993 | 0.07 | 125.602509

[2026-04-30 14:02:00] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
================================================================
VDOL | dynamicSoaringProblem_1 | 656 | 656 | 128 | 2865 | 41 | 75 | 0.15 | 13.600272
VDOL | dynamicSoaringProblem_2 | 1600 | 1600 | 128 | 8241 | 100 | 208 | 0.15 | 18.100363
VDOL | dynamicSoaringProblem_3 | 2880 | 2880 | 128 | 16818 | 180 | 395 | 0.17 | 48.880978
VDOL | dynamicSoaringProblem_4 | 3200 | 3200 | 128 | 19155 | 200 | 448 | 0.17 | 55.421108
VDOL | dynamicSoaringProblem_5 | 3280 | 3280 | 128 | 19314 | 205 | 449 | 0.17 | 55.461109
VDOL | dynamicSoaringProblem_6 | 3440 | 3440 | 128 | 19335 | 215 | 463 | 0.16 | 62.421249
VDOL | dynamicSoaringProblem_7 | 3520 | 3520 | 128 | 19827 | 220 | 472 | 0.16 | 62.181244
VDOL | dynamicSoaringProblem_8 | 3552 | 3552 | 128 | 20064 | 222 | 478 | 0.16 | 62.661255
VDOL | freeFlyingRobot_1 | 800 | 800 | 128 | 2861 | 50 | 117 | 0.1 | 23.440470
VDOL | freeFlyingRobot_10 | 5232 | 5232 | 128 | 21604 | 327 | 732 | 0.12 | 179.143585
VDOL | freeFlyingRobot_11 | 5440 | 5440 | 128 | 21657 | 340 | 759 | 0.11 | 188.823776
VDOL | freeFlyingRobot_12 | 5584 | 5584 | 128 | 22642 | 349 | 772 | 0.11 | 184.943695
VDOL | freeFlyingRobot_13 | 5728 | 5728 | 128 | 23711 | 358 | 815 | 0.11 | 198.583969
VDOL | freeFlyingRobot_14 | 5968 | 5968 | 128 | 23435 | 373 | 823 | 0.11 | 194.643890
VDOL | freeFlyingRobot_15 | 6048 | 6048 | 128 | 23499 | 378 | 860 | 0.11 | 201.364029
VDOL | freeFlyingRobot_16 | 6080 | 6080 | 128 | 23825 | 380 | 852 | 0.11 | 200.264008
VDOL | freeFlyingRobot_2 | 1344 | 1344 | 128 | 6200 | 84 | 188 | 0.13 | 42.260845
VDOL | freeFlyingRobot_3 | 1728 | 1728 | 128 | 6975 | 108 | 240 | 0.11 | 58.861176
VDOL | freeFlyingRobot_4 | 2368 | 2368 | 128 | 9815 | 148 | 328 | 0.12 | 82.861656
VDOL | freeFlyingRobot_5 | 2880 | 2880 | 128 | 13153 | 180 | 400 | 0.13 | 98.681976
VDOL | freeFlyingRobot_6 | 3360 | 3360 | 128 | 14521 | 210 | 470 | 0.12 | 116.782333
VDOL | freeFlyingRobot_7 | 3920 | 3920 | 128 | 16697 | 245 | 539 | 0.12 | 133.342667
VDOL | freeFlyingRobot_8 | 4400 | 4400 | 128 | 18797 | 275 | 594 | 0.12 | 143.062866
VDOL | freeFlyingRobot_9 | 4784 | 4784 | 128 | 21414 | 299 | 663 | 0.13 | 169.923401
VDOL | goddardRocketProblem_1 | 832 | 832 | 128 | 4457 | 52 | 116 | 0.15 | 31.480629
VDOL | goddardRocketProblem_2 | 880 | 880 | 128 | 4746 | 55 | 127 | 0.15 | 21.740435
VDOL | hangGlider_1 | 368 | 368 | 128 | 1838 | 23 | 53 | 0.14 | 19.500389
VDOL | hangGlider_2 | 1648 | 1648 | 128 | 7834 | 103 | 226 | 0.14 | 76.441528
VDOL | hangGlider_3 | 10272 | 10272 | 128 | 49201 | 642 | 1416 | 0.14 | 289.145782
VDOL | hangGlider_4 | 15568 | 15568 | 128 | 79088 | 973 | 2227 | 0.14 | 556.251099
VDOL | hangGlider_5 | 16016 | 16016 | 128 | 82070 | 1001 | 2302 | 0.14 | 523.930481
VDOL | kineticBatchReactor_1 | 2064 | 2064 | 128 | 10836 | 129 | 312 | 0.14 | 70.741417
VDOL | kineticBatchReactor_2 | 4368 | 4368 | 128 | 23559 | 273 | 668 | 0.14 | 135.682709
VDOL | kineticBatchReactor_3 | 5088 | 5088 | 128 | 27937 | 318 | 818 | 0.13 | 196.903931
VDOL | kineticBatchReactor_4 | 7120 | 7120 | 128 | 39290 | 445 | 1129 | 0.14 | 178.283569
VDOL | kineticBatchReactor_5 | 7648 | 7648 | 128 | 42379 | 478 | 1244 | 0.13 | 243.984879
VDOL | kineticBatchReactor_6 | 7776 | 7776 | 128 | 43280 | 486 | 1266 | 0.13 | 196.443924
VDOL | kineticBatchReactor_7 | 7968 | 7968 | 128 | 44335 | 498 | 1228 | 0.14 | 184.543686
VDOL | kineticBatchReactor_8 | 8064 | 8064 | 128 | 44700 | 504 | 1282 | 0.14 | 194.063889
VDOL | kineticBatchReactor_9 | 8128 | 8128 | 128 | 45211 | 508 | 1293 | 0.14 | 220.284409
VDOL | lowThrust_1 | 592 | 592 | 128 | 3314 | 37 | 85 | 0.15 | 13.900278
VDOL | lowThrust_10 | 18272 | 18272 | 128 | 116074 | 1142 | 2460 | 0.18 | 271.165436
VDOL | lowThrust_11 | 18368 | 18368 | 128 | 117002 | 1148 | 2485 | 0.18 | 278.625580
VDOL | lowThrust_12 | 18464 | 18464 | 128 | 117423 | 1154 | 2477 | 0.19 | 274.345490
VDOL | lowThrust_13 | 18480 | 18480 | 128 | 117580 | 1155 | 2495 | 0.18 | 281.005615
VDOL | lowThrust_2 | 2320 | 2320 | 128 | 13772 | 145 | 281 | 0.19 | 34.220684
VDOL | lowThrust_3 | 7072 | 7072 | 128 | 42284 | 442 | 863 | 0.19 | 90.601814
VDOL | lowThrust_4 | 13568 | 13568 | 128 | 84240 | 848 | 1783 | 0.18 | 196.383926
VDOL | lowThrust_5 | 16272 | 16272 | 128 | 103701 | 1017 | 2205 | 0.18 | 249.064987
VDOL | lowThrust_6 | 16928 | 16928 | 128 | 108376 | 1058 | 2287 | 0.19 | 255.825119
VDOL | lowThrust_7 | 17392 | 17392 | 128 | 110607 | 1087 | 2331 | 0.19 | 259.025177
VDOL | lowThrust_8 | 17712 | 17712 | 128 | 113139 | 1107 | 2431 | 0.18 | 270.565399
VDOL | lowThrust_9 | 18048 | 18048 | 128 | 114806 | 1128 | 2441 | 0.18 | 272.305450
VDOL | orbitRaising_1 | 448 | 448 | 128 | 1573 | 28 | 45 | 0.14 | 8.760175
VDOL | orbitRaising_2 | 752 | 752 | 128 | 3464 | 47 | 87 | 0.16 | 14.240285
VDOL | orbitRaising_3 | 768 | 768 | 128 | 3256 | 48 | 90 | 0.14 | 13.180264
VDOL | orbitRaising_4 | 928 | 928 | 128 | 4144 | 58 | 108 | 0.15 | 15.980320
VDOL | reorientation_1 | 688 | 688 | 128 | 3861 | 43 | 117 | 0.13 | 36.360725
VDOL | reorientation_2 | 1552 | 1552 | 128 | 9408 | 97 | 273 | 0.13 | 89.521790
VDOL | reorientation_3 | 2528 | 2528 | 128 | 16821 | 158 | 470 | 0.14 | 144.202881
VDOL | reorientation_4 | 2720 | 2720 | 128 | 17613 | 170 | 501 | 0.14 | 162.863251
VDOL | reorientation_5 | 2912 | 2912 | 128 | 18648 | 182 | 530 | 0.14 | 184.723694
VDOL | reorientation_6 | 3008 | 3008 | 128 | 19554 | 188 | 560 | 0.14 | 172.743454
VDOL | reorientation_7 | 3072 | 3072 | 128 | 19473 | 192 | 557 | 0.14 | 93.461868
VDOL | reorientation_8 | 3120 | 3120 | 128 | 19860 | 195 | 571 | 0.14 | 165.523315
VDOL | spaceShuttleEntry_1 | 560 | 560 | 128 | 3605 | 35 | 95 | 0.15 | 27.940559
VDOL | spaceShuttleEntry_2 | 1440 | 1440 | 128 | 12444 | 90 | 302 | 0.16 | 65.441307
VDOL | spaceShuttleEntry_3 | 1840 | 1840 | 128 | 14902 | 115 | 366 | 0.16 | 84.081680
VDOL | spaceShuttleEntry_4 | 2464 | 2464 | 128 | 20534 | 154 | 504 | 0.16 | 110.302208
VDOL | spaceStation_1 | 112 | 112 | 128 | 489 | 7 | 12 | 0.16 | 7.460149
VDOL | spaceStation_10 | 1280 | 1280 | 128 | 9096 | 80 | 243 | 0.15 | 31.680634
VDOL | spaceStation_11 | 1376 | 1376 | 128 | 9860 | 86 | 268 | 0.14 | 41.600834
VDOL | spaceStation_12 | 1424 | 1424 | 128 | 10260 | 89 | 282 | 0.14 | 42.840858
VDOL | spaceStation_13 | 1632 | 1632 | 128 | 12279 | 102 | 315 | 0.15 | 42.700855
VDOL | spaceStation_14 | 1648 | 1648 | 128 | 12623 | 103 | 329 | 0.15 | 47.840958
VDOL | spaceStation_2 | 336 | 336 | 128 | 2999 | 21 | 78 | 0.15 | 18.580372
VDOL | spaceStation_3 | 480 | 480 | 128 | 2681 | 30 | 78 | 0.13 | 12.140243
VDOL | spaceStation_4 | 960 | 960 | 128 | 7079 | 60 | 182 | 0.15 | 24.100483
VDOL | spaceStation_5 | 1024 | 1024 | 128 | 7895 | 64 | 204 | 0.15 | 26.560532
VDOL | spaceStation_6 | 1120 | 1120 | 128 | 9109 | 70 | 238 | 0.15 | 38.420769
VDOL | spaceStation_7 | 1136 | 1136 | 128 | 9444 | 71 | 246 | 0.15 | 41.120823
VDOL | spaceStation_8 | 1168 | 1168 | 128 | 9797 | 73 | 253 | 0.15 | 43.480869
VDOL | spaceStation_9 | 1184 | 1184 | 128 | 10168 | 74 | 263 | 0.15 | 48.340965
VDOL | tumorAntiAngiogenesis_1 | 208 | 208 | 128 | 953 | 13 | 26 | 0.14 | 14.220284
VDOL | tumorAntiAngiogenesis_2 | 320 | 320 | 128 | 1441 | 20 | 43 | 0.13 | 18.600372
VDOL | tumorAntiAngiogenesis_3 | 416 | 416 | 128 | 2099 | 26 | 59 | 0.14 | 24.300486
VDOL | tumorAntiAngiogenesis_4 | 464 | 464 | 128 | 2433 | 29 | 73 | 0.13 | 29.040581
VDOL | tumorAntiAngiogenesis_5 | 464 | 464 | 128 | 2483 | 29 | 72 | 0.13 | 26.480530
VDOL | tumorAntiAngiogenesis_6 | 480 | 480 | 128 | 2537 | 30 | 74 | 0.13 | 26.440529
VDOL | tumorAntiAngiogenesis_7 | 480 | 480 | 128 | 2441 | 30 | 71 | 0.13 | 27.880558
VDOL | tumorAntiAngiogenesis_8 | 496 | 496 | 128 | 2535 | 31 | 71 | 0.14 | 28.340567

[2026-04-30 16:16:15] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
================================================================
.ipynb_checkpoints | Reuters911_Day_53-checkpoint | 13344 | 13344 | 128 | 3465 | 834 | 301 | 0.04 | 70.041397
Pajek | Cities | 64 | 48 | 128 | 1342 | 4 | 11 | 0.48 | 7.280146
Pajek | EAT_RS | 23232 | 23232 | 128 | 325592 | 1452 | 18392 | 0.07 | 1214.444336
Pajek | EAT_SR | 23232 | 23232 | 128 | 325589 | 1452 | 18661 | 0.07 | 562.531250
Pajek | FA | 10624 | 10624 | 128 | 72176 | 664 | 3916 | 0.07 | 282.365662
Pajek | GD00_c | 640 | 640 | 128 | 1041 | 40 | 62 | 0.07 | 13.280266
Pajek | GD01_Acap | 960 | 960 | 128 | 645 | 60 | 38 | 0.07 | 14.080281
Pajek | GD01_a | 320 | 320 | 128 | 645 | 20 | 30 | 0.08 | 7.540151
Pajek | GD01_c | 48 | 48 | 128 | 135 | 3 | 3 | 0.18 | 10.020201
Pajek | GD96_a | 1104 | 1104 | 128 | 1677 | 69 | 115 | 0.06 | 14.080281
Pajek | GD97_b | 48 | 48 | 128 | 132 | 3 | 4 | 0.13 | 10.220204
Pajek | GD97_c | 464 | 464 | 128 | 460 | 29 | 44 | 0.04 | 30.440609
Pajek | GD99_b | 64 | 64 | 128 | 127 | 4 | 6 | 0.08 | 6.140123
Pajek | Journals | 128 | 128 | 128 | 6096 | 8 | 40 | 0.6 | 13.640273
Pajek | Lederberg | 8848 | 8848 | 128 | 41601 | 553 | 2167 | 0.07 | 270.965424
Pajek | ODLIS | 2912 | 2912 | 128 | 18246 | 182 | 687 | 0.1 | 50.061001
Pajek | Ragusa16 | 32 | 32 | 128 | 81 | 2 | 3 | 0.11 | 10.400208
Pajek | Ragusa18 | 32 | 32 | 128 | 64 | 2 | 2 | 0.12 | 9.620193
Pajek | Reuters911 | 13344 | 13344 | 128 | 148038 | 834 | 7280 | 0.08 | 747.094971
Pajek | Reuters911_Day_01 | 13344 | 13344 | 128 | 9318 | 834 | 697 | 0.05 | 114.562294
Pajek | Reuters911_Day_02 | 13344 | 13344 | 128 | 13919 | 834 | 987 | 0.06 | 127.562553
Pajek | Reuters911_Day_03 | 13344 | 13344 | 128 | 7451 | 834 | 556 | 0.05 | 101.182022
Pajek | Reuters911_Day_04 | 13344 | 13344 | 128 | 6232 | 834 | 510 | 0.05 | 98.601974
Pajek | Reuters911_Day_05 | 13344 | 13344 | 128 | 8834 | 834 | 680 | 0.05 | 105.722115
Pajek | Reuters911_Day_06 | 13344 | 13344 | 128 | 7945 | 834 | 634 | 0.05 | 114.622292
Pajek | Reuters911_Day_07 | 13344 | 13344 | 128 | 4602 | 834 | 369 | 0.05 | 112.122246
Pajek | Reuters911_Day_08 | 13344 | 13344 | 128 | 3437 | 834 | 288 | 0.05 | 98.801979
Pajek | Reuters911_Day_09 | 13344 | 13344 | 128 | 3884 | 834 | 325 | 0.05 | 104.702095
Pajek | Reuters911_Day_10 | 13344 | 13344 | 128 | 4705 | 834 | 403 | 0.05 | 100.742012
Pajek | Reuters911_Day_11 | 13344 | 13344 | 128 | 5120 | 834 | 422 | 0.05 | 103.042061
Pajek | Reuters911_Day_12 | 13344 | 13344 | 128 | 2775 | 834 | 246 | 0.04 | 86.541733
Pajek | Reuters911_Day_13 | 13344 | 13344 | 128 | 2132 | 834 | 194 | 0.04 | 77.521553
Pajek | Reuters911_Day_14 | 13344 | 13344 | 128 | 2695 | 834 | 254 | 0.04 | 98.021957
Pajek | Reuters911_Day_15 | 13344 | 13344 | 128 | 5754 | 834 | 474 | 0.05 | 106.942139
Pajek | Reuters911_Day_16 | 13344 | 13344 | 128 | 4893 | 834 | 405 | 0.05 | 104.662094
Pajek | Reuters911_Day_17 | 13344 | 13344 | 128 | 3687 | 834 | 338 | 0.04 | 100.642014
Pajek | Reuters911_Day_18 | 13344 | 13344 | 128 | 3405 | 834 | 308 | 0.04 | 103.342064
Pajek | Reuters911_Day_19 | 13344 | 13344 | 128 | 1885 | 834 | 189 | 0.04 | 74.141479
Pajek | Reuters911_Day_20 | 13344 | 13344 | 128 | 2983 | 834 | 278 | 0.04 | 101.742035
Pajek | Reuters911_Day_21 | 13344 | 13344 | 128 | 3543 | 834 | 310 | 0.04 | 104.482086
Pajek | Reuters911_Day_22 | 13344 | 13344 | 128 | 3566 | 834 | 311 | 0.04 | 89.261787
Pajek | Reuters911_Day_23 | 13344 | 13344 | 128 | 2993 | 834 | 261 | 0.04 | 86.781738
Pajek | Reuters911_Day_24 | 13344 | 13344 | 128 | 2396 | 834 | 215 | 0.04 | 90.241806
Pajek | Reuters911_Day_25 | 13344 | 13344 | 128 | 3822 | 834 | 316 | 0.05 | 100.762016
Pajek | Reuters911_Day_26 | 13344 | 13344 | 128 | 3125 | 834 | 275 | 0.04 | 102.082039
Pajek | Reuters911_Day_27 | 13344 | 13344 | 128 | 3610 | 834 | 306 | 0.05 | 103.342064
Pajek | Reuters911_Day_28 | 13344 | 13344 | 128 | 3816 | 834 | 316 | 0.05 | 98.461967
Pajek | Reuters911_Day_29 | 13344 | 13344 | 128 | 2841 | 834 | 258 | 0.04 | 99.701996
Pajek | Reuters911_Day_30 | 13344 | 13344 | 128 | 3076 | 834 | 270 | 0.04 | 98.101959
Pajek | Reuters911_Day_31 | 13344 | 13344 | 128 | 4025 | 834 | 348 | 0.05 | 85.601715
Pajek | Reuters911_Day_32 | 13344 | 13344 | 128 | 3124 | 834 | 262 | 0.05 | 104.362083
Pajek | Reuters911_Day_33 | 13344 | 13344 | 128 | 3032 | 834 | 253 | 0.05 | 76.901535
Pajek | Reuters911_Day_34 | 13344 | 13344 | 128 | 3068 | 834 | 285 | 0.04 | 108.222168
Pajek | Reuters911_Day_35 | 13344 | 13344 | 128 | 3548 | 834 | 292 | 0.05 | 93.541870
Pajek | Reuters911_Day_36 | 13344 | 13344 | 128 | 3822 | 834 | 349 | 0.04 | 103.302063
Pajek | Reuters911_Day_37 | 13344 | 13344 | 128 | 3675 | 834 | 318 | 0.05 | 107.162140
Pajek | Reuters911_Day_38 | 13344 | 13344 | 128 | 2941 | 834 | 258 | 0.04 | 72.921455
Pajek | Reuters911_Day_39 | 13344 | 13344 | 128 | 3568 | 834 | 324 | 0.04 | 101.342026
Pajek | Reuters911_Day_40 | 13344 | 13344 | 128 | 3133 | 834 | 253 | 0.05 | 102.082039
Pajek | Reuters911_Day_41 | 13344 | 13344 | 128 | 2774 | 834 | 244 | 0.04 | 101.762032
Pajek | Reuters911_Day_42 | 13344 | 13344 | 128 | 2243 | 834 | 204 | 0.04 | 83.741676
Pajek | Reuters911_Day_43 | 13344 | 13344 | 128 | 2374 | 834 | 200 | 0.05 | 82.501648
Pajek | Reuters911_Day_44 | 13344 | 13344 | 128 | 2935 | 834 | 255 | 0.04 | 94.481888
Pajek | Reuters911_Day_45 | 13344 | 13344 | 128 | 2579 | 834 | 234 | 0.04 | 53.221066
Pajek | Reuters911_Day_46 | 13344 | 13344 | 128 | 2487 | 834 | 223 | 0.04 | 79.861595
Pajek | Reuters911_Day_47 | 13344 | 13344 | 128 | 3200 | 834 | 263 | 0.05 | 85.081703
Pajek | Reuters911_Day_48 | 13344 | 13344 | 128 | 2919 | 834 | 242 | 0.05 | 103.422066
Pajek | Reuters911_Day_49 | 13344 | 13344 | 128 | 3135 | 834 | 262 | 0.05 | 94.261887
Pajek | Reuters911_Day_50 | 13344 | 13344 | 128 | 3182 | 834 | 287 | 0.04 | 82.121643
Pajek | Reuters911_Day_51 | 13344 | 13344 | 128 | 2889 | 834 | 267 | 0.04 | 78.241562
Pajek | Reuters911_Day_52 | 13344 | 13344 | 128 | 3523 | 834 | 299 | 0.05 | 100.822014
Pajek | Reuters911_Day_53 | 13344 | 13344 | 128 | 3465 | 834 | 301 | 0.04 | 69.841400
Pajek | Reuters911_Day_54 | 13344 | 13344 | 128 | 3390 | 834 | 277 | 0.05 | 104.482086
Pajek | Reuters911_Day_55 | 13344 | 13344 | 128 | 2652 | 834 | 232 | 0.04 | 66.781334
Pajek | Reuters911_Day_56 | 13344 | 13344 | 128 | 3988 | 834 | 354 | 0.04 | 102.242043
Pajek | Reuters911_Day_57 | 13344 | 13344 | 128 | 1889 | 834 | 179 | 0.04 | 62.381248
Pajek | Reuters911_Day_58 | 13344 | 13344 | 128 | 2181 | 834 | 197 | 0.04 | 54.881096
Pajek | Reuters911_Day_59 | 13344 | 13344 | 128 | 3095 | 834 | 271 | 0.04 | 103.282066
Pajek | Reuters911_Day_60 | 13344 | 13344 | 128 | 2883 | 834 | 279 | 0.04 | 94.101883
Pajek | Reuters911_Day_61 | 13344 | 13344 | 128 | 2576 | 834 | 243 | 0.04 | 81.901642
Pajek | Reuters911_Day_62 | 13344 | 13344 | 128 | 1997 | 834 | 178 | 0.04 | 79.641594
Pajek | Reuters911_Day_63 | 13344 | 13344 | 128 | 1955 | 834 | 193 | 0.04 | 55.781116
Pajek | Reuters911_Day_64 | 13344 | 13344 | 128 | 2350 | 834 | 218 | 0.04 | 84.721695
Pajek | Reuters911_Day_65 | 13344 | 13344 | 128 | 2132 | 834 | 205 | 0.04 | 71.681435
Pajek | Reuters911_Day_66 | 13344 | 13344 | 128 | 2274 | 834 | 211 | 0.04 | 84.741692
Pajek | Sandi_authors | 96 | 96 | 128 | 124 | 6 | 8 | 0.06 | 5.940119
Pajek | SciMet | 3088 | 3088 | 128 | 10413 | 193 | 557 | 0.07 | 74.521492
Pajek | SmaGri | 1072 | 1072 | 128 | 4919 | 67 | 236 | 0.08 | 54.241085
Pajek | SmallW | 400 | 400 | 128 | 994 | 25 | 42 | 0.09 | 25.540510
Pajek | Stranke94 | 16 | 16 | 128 | 45 | 1 | 1 | 0.18 | 9.240185
Pajek | USAir97 | 336 | 336 | 128 | 2126 | 21 | 57 | 0.15 | 15.240305
Pajek | Wordnet3 | 82672 | 82672 | 128 | 132964 | 5167 | 6515 | 0.08 | 338.146759
Pajek | WorldCities | 320 | 112 | 128 | 7518 | 20 | 91 | 0.32 | 13.600272
Pajek | Zewail | 6752 | 6752 | 128 | 54233 | 422 | 2194 | 0.1 | 249.124985
Pajek | foldoc | 13360 | 13360 | 128 | 120238 | 835 | 3666 | 0.13 | 262.205231
Pajek | football | 48 | 48 | 128 | 118 | 3 | 3 | 0.15 | 10.260205
Pajek | geom | 7344 | 7344 | 128 | 11898 | 459 | 655 | 0.07 | 77.701553
Pajek | internet | 124656 | 124656 | 128 | 207214 | 7791 | 12887 | 0.06 | 519.610413

[2026-04-30 18:19:18] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
================================================================
[2026-04-30 18:23:52] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
================================================================
[2026-05-01 06:18:44] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
================================================================
BigData | thermomech_TC | 102160 | 102160 | 128 | 406858 | 6385 | 15310 | 0.1 | 422.268433
BigData | thermomech_TK | 102160 | 102160 | 128 | 406858 | 6385 | 15310 | 0.1 | 423.248474
BigData | kron_g500-logn17 | 131072 | 131072 | 128 | 5114375 | 8192 | 263954 | 0.08 | 17144.023438
BigData | GL7d14 | 171376 | 47280 | 128 | 1831183 | 10711 | 117096 | 0.06 | 3779.715576
