[2026-04-30 11:12:21] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
JGD_Homology | mk9-b2 | 1264 | 384 | 256 | 3780 | 79 | 159 | 0.09 | 14.940299
JGD_Homology | mk9-b3 | 960 | 1264 | 256 | 3780 | 60 | 192 | 0.08 | 18.480370
JGD_Homology | n2c6-b1 | 112 | 16 | 256 | 210 | 7 | 7 | 0.12 | 6.840137
JGD_Homology | n2c6-b10 | 32 | 320 | 256 | 330 | 2 | 20 | 0.06 | 22.180443
JGD_Homology | n2c6-b2 | 464 | 112 | 256 | 1365 | 29 | 57 | 0.09 | 9.740195
JGD_Homology | n2c6-b3 | 1376 | 464 | 256 | 5460 | 86 | 253 | 0.08 | 20.960419
JGD_Homology | n2c6-b4 | 3008 | 1376 | 256 | 15015 | 188 | 731 | 0.08 | 46.360928
JGD_Homology | n2c6-b5 | 4960 | 3008 | 256 | 29670 | 310 | 1480 | 0.08 | 88.221764
JGD_Homology | n2c6-b6 | 5728 | 4960 | 256 | 40005 | 358 | 2030 | 0.08 | 120.242401
JGD_Homology | n2c6-b7 | 4000 | 5728 | 256 | 31920 | 250 | 1645 | 0.08 | 103.082062
JGD_Homology | n2c6-b8 | 1472 | 4000 | 256 | 13230 | 92 | 702 | 0.07 | 47.440948
JGD_Homology | n2c6-b9 | 320 | 1472 | 256 | 3060 | 20 | 162 | 0.07 | 16.900337
JGD_Homology | n3c4-b1 | 16 | 16 | 256 | 30 | 1 | 1 | 0.12 | 9.240185
JGD_Homology | n3c4-b2 | 32 | 16 | 256 | 60 | 2 | 2 | 0.12 | 9.580192
JGD_Homology | n3c4-b3 | 16 | 32 | 256 | 60 | 1 | 2 | 0.12 | 10.580212
JGD_Homology | n3c4-b4 | 16 | 16 | 256 | 30 | 1 | 1 | 0.12 | 9.340187
JGD_Homology | n3c5-b1 | 48 | 16 | 256 | 90 | 3 | 3 | 0.12 | 10.380208
JGD_Homology | n3c5-b2 | 128 | 48 | 256 | 360 | 8 | 15 | 0.09 | 6.820137
JGD_Homology | n3c5-b3 | 224 | 128 | 256 | 840 | 14 | 37 | 0.09 | 9.460189
JGD_Homology | n3c5-b4 | 256 | 224 | 256 | 1260 | 16 | 57 | 0.09 | 9.360188
JGD_Homology | n3c5-b5 | 224 | 256 | 256 | 1260 | 14 | 55 | 0.09 | 11.440228
JGD_Homology | n3c5-b6 | 128 | 224 | 256 | 840 | 8 | 36 | 0.09 | 10.080201
JGD_Homology | n3c5-b7 | 32 | 128 | 256 | 240 | 2 | 11 | 0.09 | 15.620313
JGD_Homology | n3c6-b1 | 112 | 112 | 256 | 210 | 7 | 7 | 0.12 | 6.580132
JGD_Homology | n3c6-b10 | 688 | 2512 | 256 | 7425 | 43 | 387 | 0.07 | 29.800596
JGD_Homology | n3c6-b11 | 64 | 688 | 256 | 720 | 4 | 41 | 0.07 | 17.760355
JGD_Homology | n3c6-b2 | 464 | 112 | 256 | 1365 | 29 | 57 | 0.09 | 9.680194
JGD_Homology | n3c6-b3 | 1376 | 464 | 256 | 5460 | 86 | 253 | 0.08 | 20.420408
JGD_Homology | n3c6-b4 | 3008 | 1376 | 256 | 15015 | 188 | 731 | 0.08 | 46.480930
JGD_Homology | n3c6-b5 | 5008 | 3008 | 256 | 30030 | 313 | 1505 | 0.08 | 93.761879
JGD_Homology | n3c6-b6 | 6448 | 5008 | 256 | 45045 | 403 | 2278 | 0.08 | 135.442703
JGD_Homology | n3c6-b7 | 6448 | 6448 | 256 | 51480 | 403 | 2609 | 0.08 | 155.703110
JGD_Homology | n3c6-b8 | 4944 | 6448 | 256 | 44415 | 309 | 2247 | 0.08 | 133.122665
JGD_Homology | n3c6-b9 | 2512 | 4944 | 256 | 25110 | 157 | 1277 | 0.08 | 82.961662
JGD_Homology | n4c5-b1 | 112 | 16 | 256 | 210 | 7 | 7 | 0.12 | 6.560131
JGD_Homology | n4c5-b10 | 128 | 640 | 256 | 1320 | 8 | 67 | 0.08 | 15.140303
JGD_Homology | n4c5-b11 | 16 | 128 | 256 | 120 | 1 | 8 | 0.06 | 17.520350
JGD_Homology | n4c5-b2 | 464 | 112 | 256 | 1365 | 29 | 57 | 0.09 | 9.860197
JGD_Homology | n4c5-b3 | 1360 | 464 | 256 | 5400 | 85 | 250 | 0.08 | 20.600412
JGD_Homology | n4c5-b4 | 2864 | 1360 | 256 | 14260 | 179 | 704 | 0.08 | 46.620934
JGD_Homology | n4c5-b5 | 4352 | 2864 | 256 | 26040 | 272 | 1330 | 0.08 | 82.221642
JGD_Homology | n4c5-b6 | 4736 | 4352 | 256 | 33145 | 296 | 1740 | 0.07 | 104.542091
JGD_Homology | n4c5-b7 | 3648 | 4736 | 256 | 29080 | 228 | 1558 | 0.07 | 94.141884
JGD_Homology | n4c5-b8 | 1904 | 3648 | 256 | 17055 | 119 | 920 | 0.07 | 55.761116
JGD_Homology | n4c5-b9 | 640 | 1904 | 256 | 6300 | 40 | 345 | 0.07 | 27.420547
JGD_Homology | n4c6-b1 | 224 | 32 | 256 | 420 | 14 | 20 | 0.08 | 7.800156
JGD_Homology | n4c6-b12 | 25616 | 69248 | 256 | 332865 | 1601 | 18647 | 0.07 | 496.229919
JGD_Homology | n4c6-b13 | 6304 | 25616 | 256 | 88200 | 394 | 4954 | 0.07 | 282.865662
JGD_Homology | n4c6-b14 | 928 | 6304 | 256 | 13800 | 58 | 777 | 0.07 | 59.921200
JGD_Homology | n4c6-b15 | 64 | 928 | 256 | 960 | 4 | 60 | 0.06 | 24.000481
JGD_Homology | n4c6-b2 | 1344 | 224 | 256 | 3990 | 84 | 180 | 0.09 | 19.760395
JGD_Homology | n4c6-b3 | 5984 | 1344 | 256 | 23880 | 374 | 1126 | 0.08 | 74.781494
JGD_Homology | n4c6-b4 | 20064 | 5984 | 256 | 100290 | 1254 | 4972 | 0.08 | 287.325745
JGD_Homology | n4c6-b5 | 51824 | 20064 | 256 | 310878 | 3239 | 15990 | 0.08 | 429.688599
JGD_Homology | shar_te2-b1 | 17168 | 288 | 256 | 34320 | 1073 | 2145 | 0.06 | 126.002518

[2026-04-30 14:49:13] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
================================================================
VDOL | dynamicSoaringProblem_1 | 656 | 656 | 256 | 2865 | 41 | 111 | 0.1 | 19.040380
VDOL | dynamicSoaringProblem_2 | 1600 | 1600 | 256 | 8241 | 100 | 274 | 0.12 | 36.480728
VDOL | dynamicSoaringProblem_3 | 2880 | 2880 | 256 | 16818 | 180 | 494 | 0.13 | 58.261166
VDOL | dynamicSoaringProblem_4 | 3200 | 3200 | 256 | 19155 | 200 | 548 | 0.14 | 65.941322
VDOL | dynamicSoaringProblem_5 | 3280 | 3280 | 256 | 19314 | 205 | 566 | 0.13 | 66.221321
VDOL | dynamicSoaringProblem_6 | 3440 | 3440 | 256 | 19335 | 215 | 590 | 0.13 | 74.721497
VDOL | dynamicSoaringProblem_7 | 3520 | 3520 | 256 | 19827 | 220 | 604 | 0.13 | 73.561470
VDOL | dynamicSoaringProblem_8 | 3552 | 3552 | 256 | 20064 | 222 | 610 | 0.13 | 75.121506
VDOL | freeFlyingRobot_1 | 800 | 800 | 256 | 2861 | 50 | 131 | 0.09 | 21.880438
VDOL | freeFlyingRobot_10 | 5232 | 5232 | 256 | 21604 | 327 | 895 | 0.09 | 154.563095
VDOL | freeFlyingRobot_11 | 5440 | 5440 | 256 | 21657 | 340 | 928 | 0.09 | 168.243362
VDOL | freeFlyingRobot_12 | 5584 | 5584 | 256 | 22642 | 349 | 953 | 0.09 | 166.923340
VDOL | freeFlyingRobot_13 | 5728 | 5728 | 256 | 23711 | 358 | 977 | 0.09 | 173.383469
VDOL | freeFlyingRobot_14 | 5968 | 5968 | 256 | 23435 | 373 | 1019 | 0.09 | 179.463593
VDOL | freeFlyingRobot_15 | 6048 | 6048 | 256 | 23499 | 378 | 1032 | 0.09 | 178.763580
VDOL | freeFlyingRobot_16 | 6080 | 6080 | 256 | 23825 | 380 | 1038 | 0.09 | 178.423569
VDOL | freeFlyingRobot_2 | 1344 | 1344 | 256 | 6200 | 84 | 230 | 0.11 | 36.020721
VDOL | freeFlyingRobot_3 | 1728 | 1728 | 256 | 6975 | 108 | 290 | 0.09 | 46.140923
VDOL | freeFlyingRobot_4 | 2368 | 2368 | 256 | 9815 | 148 | 403 | 0.1 | 70.561409
VDOL | freeFlyingRobot_5 | 2880 | 2880 | 256 | 13153 | 180 | 494 | 0.1 | 93.401871
VDOL | freeFlyingRobot_6 | 3360 | 3360 | 256 | 14521 | 210 | 576 | 0.1 | 94.801895
VDOL | freeFlyingRobot_7 | 3920 | 3920 | 256 | 16697 | 245 | 673 | 0.1 | 122.842461
VDOL | freeFlyingRobot_8 | 4400 | 4400 | 256 | 18797 | 275 | 756 | 0.1 | 134.502686
VDOL | freeFlyingRobot_9 | 4784 | 4784 | 256 | 21414 | 299 | 819 | 0.1 | 143.002853
VDOL | goddardRocketProblem_1 | 832 | 832 | 256 | 4457 | 52 | 158 | 0.11 | 22.020441
VDOL | goddardRocketProblem_2 | 880 | 880 | 256 | 4746 | 55 | 177 | 0.1 | 26.340527
VDOL | hangGlider_1 | 368 | 368 | 256 | 1838 | 23 | 75 | 0.1 | 17.420349
VDOL | hangGlider_2 | 1648 | 1648 | 256 | 7834 | 103 | 353 | 0.09 | 76.641533
VDOL | hangGlider_3 | 10272 | 10272 | 256 | 49201 | 642 | 2206 | 0.09 | 282.105652
VDOL | hangGlider_4 | 15568 | 15568 | 256 | 79088 | 973 | 3348 | 0.09 | 409.828186
VDOL | hangGlider_5 | 16016 | 16016 | 256 | 82070 | 1001 | 3444 | 0.09 | 394.687897
VDOL | kineticBatchReactor_1 | 2064 | 2064 | 256 | 10836 | 129 | 538 | 0.08 | 65.901321
VDOL | kineticBatchReactor_2 | 4368 | 4368 | 256 | 23559 | 273 | 1127 | 0.08 | 115.262306
VDOL | kineticBatchReactor_3 | 5088 | 5088 | 256 | 27937 | 318 | 1331 | 0.08 | 155.823120
VDOL | kineticBatchReactor_4 | 7120 | 7120 | 256 | 39290 | 445 | 1872 | 0.08 | 198.583969
VDOL | kineticBatchReactor_5 | 7648 | 7648 | 256 | 42379 | 478 | 2004 | 0.08 | 235.284698
VDOL | kineticBatchReactor_6 | 7776 | 7776 | 256 | 43280 | 486 | 2044 | 0.08 | 228.924576
VDOL | kineticBatchReactor_7 | 7968 | 7968 | 256 | 44335 | 498 | 2085 | 0.08 | 235.024704
VDOL | kineticBatchReactor_8 | 8064 | 8064 | 256 | 44700 | 504 | 2109 | 0.08 | 252.065048
VDOL | kineticBatchReactor_9 | 8128 | 8128 | 256 | 45211 | 508 | 2137 | 0.08 | 124.022484
VDOL | lowThrust_1 | 592 | 592 | 256 | 3314 | 37 | 144 | 0.09 | 32.140644
VDOL | lowThrust_10 | 18272 | 18272 | 256 | 116074 | 1142 | 4627 | 0.1 | 323.106476
VDOL | lowThrust_11 | 18368 | 18368 | 256 | 117002 | 1148 | 4653 | 0.1 | 329.186584
VDOL | lowThrust_12 | 18464 | 18464 | 256 | 117423 | 1154 | 4676 | 0.1 | 330.306610
VDOL | lowThrust_13 | 18480 | 18480 | 256 | 117580 | 1155 | 4680 | 0.1 | 329.026581
VDOL | lowThrust_2 | 2320 | 2320 | 256 | 13772 | 145 | 582 | 0.09 | 88.541771
VDOL | lowThrust_3 | 7072 | 7072 | 256 | 42284 | 442 | 1786 | 0.09 | 256.305115
VDOL | lowThrust_4 | 13568 | 13568 | 256 | 84240 | 848 | 3434 | 0.1 | 241.644836
VDOL | lowThrust_5 | 16272 | 16272 | 256 | 103701 | 1017 | 4117 | 0.1 | 288.425781
VDOL | lowThrust_6 | 16928 | 16928 | 256 | 108376 | 1058 | 4288 | 0.1 | 301.966034
VDOL | lowThrust_7 | 17392 | 17392 | 256 | 110607 | 1087 | 4402 | 0.1 | 307.646149
VDOL | lowThrust_8 | 17712 | 17712 | 256 | 113139 | 1107 | 4482 | 0.1 | 319.486389
VDOL | lowThrust_9 | 18048 | 18048 | 256 | 114806 | 1128 | 4569 | 0.1 | 323.626465
VDOL | orbitRaising_1 | 448 | 448 | 256 | 1573 | 28 | 68 | 0.09 | 10.540211
VDOL | orbitRaising_2 | 752 | 752 | 256 | 3464 | 47 | 118 | 0.11 | 17.320347
VDOL | orbitRaising_3 | 768 | 768 | 256 | 3256 | 48 | 125 | 0.1 | 17.060341
VDOL | orbitRaising_4 | 928 | 928 | 256 | 4144 | 58 | 146 | 0.11 | 17.420349
VDOL | reorientation_1 | 688 | 688 | 256 | 3861 | 43 | 182 | 0.08 | 45.760914
VDOL | reorientation_2 | 1552 | 1552 | 256 | 9408 | 97 | 421 | 0.09 | 79.881599
VDOL | reorientation_3 | 2528 | 2528 | 256 | 16821 | 158 | 688 | 0.1 | 172.983459
VDOL | reorientation_4 | 2720 | 2720 | 256 | 17613 | 170 | 747 | 0.09 | 137.682755
VDOL | reorientation_5 | 2912 | 2912 | 256 | 18648 | 182 | 798 | 0.09 | 192.163849
VDOL | reorientation_6 | 3008 | 3008 | 256 | 19554 | 188 | 824 | 0.09 | 161.943237
VDOL | reorientation_7 | 3072 | 3072 | 256 | 19473 | 192 | 838 | 0.09 | 217.364349
VDOL | reorientation_8 | 3120 | 3120 | 256 | 19860 | 195 | 851 | 0.09 | 157.923157
VDOL | spaceShuttleEntry_1 | 560 | 560 | 256 | 3605 | 35 | 167 | 0.08 | 33.280666
VDOL | spaceShuttleEntry_2 | 1440 | 1440 | 256 | 12444 | 90 | 431 | 0.11 | 78.621574
VDOL | spaceShuttleEntry_3 | 1840 | 1840 | 256 | 14902 | 115 | 556 | 0.1 | 97.341949
VDOL | spaceShuttleEntry_4 | 2464 | 2464 | 256 | 20534 | 154 | 742 | 0.11 | 133.002655
VDOL | spaceStation_1 | 112 | 112 | 256 | 489 | 7 | 13 | 0.15 | 8.360168
VDOL | spaceStation_10 | 1280 | 1280 | 256 | 9096 | 80 | 376 | 0.09 | 52.201042
VDOL | spaceStation_11 | 1376 | 1376 | 256 | 9860 | 86 | 406 | 0.09 | 69.461388
VDOL | spaceStation_12 | 1424 | 1424 | 256 | 10260 | 89 | 418 | 0.1 | 68.581375
VDOL | spaceStation_13 | 1632 | 1632 | 256 | 12279 | 102 | 484 | 0.1 | 68.941376
VDOL | spaceStation_14 | 1648 | 1648 | 256 | 12623 | 103 | 489 | 0.1 | 69.121384
VDOL | spaceStation_2 | 336 | 336 | 256 | 2999 | 21 | 88 | 0.13 | 19.460390
VDOL | spaceStation_3 | 480 | 480 | 256 | 2681 | 30 | 135 | 0.08 | 19.900398
VDOL | spaceStation_4 | 960 | 960 | 256 | 7079 | 60 | 286 | 0.1 | 50.721016
VDOL | spaceStation_5 | 1024 | 1024 | 256 | 7895 | 64 | 304 | 0.1 | 52.881058
VDOL | spaceStation_6 | 1120 | 1120 | 256 | 9109 | 70 | 330 | 0.11 | 54.121082
VDOL | spaceStation_7 | 1136 | 1136 | 256 | 9444 | 71 | 341 | 0.11 | 53.441071
VDOL | spaceStation_8 | 1168 | 1168 | 256 | 9797 | 73 | 350 | 0.11 | 53.341068
VDOL | spaceStation_9 | 1184 | 1184 | 256 | 10168 | 74 | 358 | 0.11 | 53.601070
VDOL | tumorAntiAngiogenesis_1 | 208 | 208 | 256 | 953 | 13 | 39 | 0.1 | 14.200284
VDOL | tumorAntiAngiogenesis_2 | 320 | 320 | 256 | 1441 | 20 | 58 | 0.1 | 19.320387
VDOL | tumorAntiAngiogenesis_3 | 416 | 416 | 256 | 2099 | 26 | 79 | 0.1 | 25.280506
VDOL | tumorAntiAngiogenesis_4 | 464 | 464 | 256 | 2433 | 29 | 89 | 0.11 | 26.000521
VDOL | tumorAntiAngiogenesis_5 | 464 | 464 | 256 | 2483 | 29 | 90 | 0.11 | 27.520550
VDOL | tumorAntiAngiogenesis_6 | 480 | 480 | 256 | 2537 | 30 | 90 | 0.11 | 27.760555
VDOL | tumorAntiAngiogenesis_7 | 480 | 480 | 256 | 2441 | 30 | 93 | 0.1 | 27.900558
VDOL | tumorAntiAngiogenesis_8 | 496 | 496 | 256 | 2535 | 31 | 95 | 0.1 | 28.680574

[2026-04-30 15:50:54] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
================================================================
.ipynb_checkpoints | Reuters911_Day_53-checkpoint | 13344 | 13344 | 256 | 3465 | 834 | 583 | 0.02 | 61.701233
Pajek | Cities | 64 | 48 | 256 | 1342 | 4 | 12 | 0.44 | 7.720154
Pajek | EAT_RS | 23232 | 23232 | 256 | 325592 | 1452 | 19426 | 0.07 | 687.493774
Pajek | EAT_SR | 23232 | 23232 | 256 | 325589 | 1452 | 18774 | 0.07 | 579.151611
Pajek | FA | 10624 | 10624 | 256 | 72176 | 664 | 4464 | 0.06 | 271.965454
Pajek | GD00_c | 640 | 640 | 256 | 1041 | 40 | 72 | 0.06 | 12.700254
Pajek | GD01_Acap | 960 | 960 | 256 | 645 | 60 | 66 | 0.04 | 11.140223
Pajek | GD01_a | 320 | 320 | 256 | 645 | 20 | 43 | 0.06 | 8.680174
Pajek | GD01_c | 48 | 48 | 256 | 135 | 3 | 3 | 0.18 | 10.640213
Pajek | GD96_a | 1104 | 1104 | 256 | 1677 | 69 | 135 | 0.05 | 15.000300
Pajek | GD97_b | 48 | 48 | 256 | 132 | 3 | 4 | 0.13 | 10.600212
Pajek | GD97_c | 464 | 464 | 256 | 460 | 29 | 44 | 0.04 | 30.300606
Pajek | GD99_b | 64 | 64 | 256 | 127 | 4 | 7 | 0.07 | 9.180183
Pajek | Journals | 128 | 128 | 256 | 6096 | 8 | 36 | 0.66 | 13.920279
Pajek | Lederberg | 8848 | 8848 | 256 | 41601 | 553 | 2604 | 0.06 | 288.865784
Pajek | ODLIS | 2912 | 2912 | 256 | 18246 | 182 | 955 | 0.07 | 62.761253
Pajek | Ragusa16 | 32 | 32 | 256 | 81 | 2 | 3 | 0.11 | 10.060202
Pajek | Ragusa18 | 32 | 32 | 256 | 64 | 2 | 3 | 0.08 | 10.760215
Pajek | Reuters911 | 13344 | 13344 | 256 | 148038 | 834 | 8547 | 0.07 | 497.269958
Pajek | Reuters911_Day_01 | 13344 | 13344 | 256 | 9318 | 834 | 978 | 0.04 | 105.262108
Pajek | Reuters911_Day_02 | 13344 | 13344 | 256 | 13919 | 834 | 1281 | 0.04 | 149.522995
Pajek | Reuters911_Day_03 | 13344 | 13344 | 256 | 7451 | 834 | 882 | 0.03 | 91.201820
Pajek | Reuters911_Day_04 | 13344 | 13344 | 256 | 6232 | 834 | 796 | 0.03 | 79.801598
Pajek | Reuters911_Day_05 | 13344 | 13344 | 256 | 8834 | 834 | 987 | 0.03 | 108.902176
Pajek | Reuters911_Day_06 | 13344 | 13344 | 256 | 7945 | 834 | 912 | 0.03 | 92.841858
Pajek | Reuters911_Day_07 | 13344 | 13344 | 256 | 4602 | 834 | 684 | 0.03 | 66.861336
Pajek | Reuters911_Day_08 | 13344 | 13344 | 256 | 3437 | 834 | 582 | 0.02 | 57.581150
Pajek | Reuters911_Day_09 | 13344 | 13344 | 256 | 3884 | 834 | 619 | 0.02 | 62.721256
Pajek | Reuters911_Day_10 | 13344 | 13344 | 256 | 4705 | 834 | 693 | 0.03 | 77.821556
Pajek | Reuters911_Day_11 | 13344 | 13344 | 256 | 5120 | 834 | 724 | 0.03 | 74.301483
Pajek | Reuters911_Day_12 | 13344 | 13344 | 256 | 2775 | 834 | 534 | 0.02 | 51.261024
Pajek | Reuters911_Day_13 | 13344 | 13344 | 256 | 2132 | 834 | 440 | 0.02 | 48.380966
Pajek | Reuters911_Day_14 | 13344 | 13344 | 256 | 2695 | 834 | 531 | 0.02 | 51.461029
Pajek | Reuters911_Day_15 | 13344 | 13344 | 256 | 5754 | 834 | 745 | 0.03 | 73.501472
Pajek | Reuters911_Day_16 | 13344 | 13344 | 256 | 4893 | 834 | 697 | 0.03 | 74.741493
Pajek | Reuters911_Day_17 | 13344 | 13344 | 256 | 3687 | 834 | 612 | 0.02 | 62.281246
Pajek | Reuters911_Day_18 | 13344 | 13344 | 256 | 3405 | 834 | 602 | 0.02 | 57.981159
Pajek | Reuters911_Day_19 | 13344 | 13344 | 256 | 1885 | 834 | 419 | 0.02 | 44.520889
Pajek | Reuters911_Day_20 | 13344 | 13344 | 256 | 2983 | 834 | 527 | 0.02 | 53.401070
Pajek | Reuters911_Day_21 | 13344 | 13344 | 256 | 3543 | 834 | 610 | 0.02 | 55.021099
Pajek | Reuters911_Day_22 | 13344 | 13344 | 256 | 3566 | 834 | 616 | 0.02 | 59.221184
Pajek | Reuters911_Day_23 | 13344 | 13344 | 256 | 2993 | 834 | 548 | 0.02 | 53.161064
Pajek | Reuters911_Day_24 | 13344 | 13344 | 256 | 2396 | 834 | 478 | 0.02 | 52.261044
Pajek | Reuters911_Day_25 | 13344 | 13344 | 256 | 3822 | 834 | 626 | 0.02 | 60.221203
Pajek | Reuters911_Day_26 | 13344 | 13344 | 256 | 3125 | 834 | 559 | 0.02 | 60.241203
Pajek | Reuters911_Day_27 | 13344 | 13344 | 256 | 3610 | 834 | 592 | 0.02 | 61.141224
Pajek | Reuters911_Day_28 | 13344 | 13344 | 256 | 3816 | 834 | 628 | 0.02 | 58.821175
Pajek | Reuters911_Day_29 | 13344 | 13344 | 256 | 2841 | 834 | 540 | 0.02 | 52.301044
Pajek | Reuters911_Day_30 | 13344 | 13344 | 256 | 3076 | 834 | 582 | 0.02 | 58.261166
Pajek | Reuters911_Day_31 | 13344 | 13344 | 256 | 4025 | 834 | 664 | 0.02 | 65.801315
Pajek | Reuters911_Day_32 | 13344 | 13344 | 256 | 3124 | 834 | 555 | 0.02 | 54.081081
Pajek | Reuters911_Day_33 | 13344 | 13344 | 256 | 3032 | 834 | 560 | 0.02 | 55.581112
Pajek | Reuters911_Day_34 | 13344 | 13344 | 256 | 3068 | 834 | 550 | 0.02 | 55.181103
Pajek | Reuters911_Day_35 | 13344 | 13344 | 256 | 3548 | 834 | 591 | 0.02 | 53.941078
Pajek | Reuters911_Day_36 | 13344 | 13344 | 256 | 3822 | 834 | 613 | 0.02 | 59.521191
Pajek | Reuters911_Day_37 | 13344 | 13344 | 256 | 3675 | 834 | 632 | 0.02 | 65.501312
Pajek | Reuters911_Day_38 | 13344 | 13344 | 256 | 2941 | 834 | 555 | 0.02 | 54.681095
Pajek | Reuters911_Day_39 | 13344 | 13344 | 256 | 3568 | 834 | 604 | 0.02 | 62.921257
Pajek | Reuters911_Day_40 | 13344 | 13344 | 256 | 3133 | 834 | 547 | 0.02 | 49.920998
Pajek | Reuters911_Day_41 | 13344 | 13344 | 256 | 2774 | 834 | 527 | 0.02 | 55.701115
Pajek | Reuters911_Day_42 | 13344 | 13344 | 256 | 2243 | 834 | 447 | 0.02 | 47.080940
Pajek | Reuters911_Day_43 | 13344 | 13344 | 256 | 2374 | 834 | 486 | 0.02 | 51.141022
Pajek | Reuters911_Day_44 | 13344 | 13344 | 256 | 2935 | 834 | 542 | 0.02 | 51.981041
Pajek | Reuters911_Day_45 | 13344 | 13344 | 256 | 2579 | 834 | 509 | 0.02 | 52.801056
Pajek | Reuters911_Day_46 | 13344 | 13344 | 256 | 2487 | 834 | 487 | 0.02 | 46.980938
Pajek | Reuters911_Day_47 | 13344 | 13344 | 256 | 3200 | 834 | 572 | 0.02 | 60.581211
Pajek | Reuters911_Day_48 | 13344 | 13344 | 256 | 2919 | 834 | 546 | 0.02 | 54.621094
Pajek | Reuters911_Day_49 | 13344 | 13344 | 256 | 3135 | 834 | 552 | 0.02 | 58.421169
Pajek | Reuters911_Day_50 | 13344 | 13344 | 256 | 3182 | 834 | 580 | 0.02 | 28.320566
Pajek | Reuters911_Day_51 | 13344 | 13344 | 256 | 2889 | 834 | 544 | 0.02 | 51.201023
Pajek | Reuters911_Day_52 | 13344 | 13344 | 256 | 3523 | 834 | 595 | 0.02 | 58.041161
Pajek | Reuters911_Day_53 | 13344 | 13344 | 256 | 3465 | 834 | 583 | 0.02 | 61.941238
Pajek | Reuters911_Day_54 | 13344 | 13344 | 256 | 3390 | 834 | 582 | 0.02 | 56.481129
Pajek | Reuters911_Day_55 | 13344 | 13344 | 256 | 2652 | 834 | 507 | 0.02 | 50.381008
Pajek | Reuters911_Day_56 | 13344 | 13344 | 256 | 3988 | 834 | 659 | 0.02 | 64.441292
Pajek | Reuters911_Day_57 | 13344 | 13344 | 256 | 1889 | 834 | 413 | 0.02 | 44.660892
Pajek | Reuters911_Day_58 | 13344 | 13344 | 256 | 2181 | 834 | 455 | 0.02 | 50.181004
Pajek | Reuters911_Day_59 | 13344 | 13344 | 256 | 3095 | 834 | 546 | 0.02 | 59.241184
Pajek | Reuters911_Day_60 | 13344 | 13344 | 256 | 2883 | 834 | 532 | 0.02 | 52.621052
Pajek | Reuters911_Day_61 | 13344 | 13344 | 256 | 2576 | 834 | 517 | 0.02 | 52.801056
Pajek | Reuters911_Day_62 | 13344 | 13344 | 256 | 1997 | 834 | 433 | 0.02 | 43.780876
Pajek | Reuters911_Day_63 | 13344 | 13344 | 256 | 1955 | 834 | 445 | 0.02 | 46.400928
Pajek | Reuters911_Day_64 | 13344 | 13344 | 256 | 2350 | 834 | 455 | 0.02 | 50.121002
Pajek | Reuters911_Day_65 | 13344 | 13344 | 256 | 2132 | 834 | 441 | 0.02 | 52.841057
Pajek | Reuters911_Day_66 | 13344 | 13344 | 256 | 2274 | 834 | 464 | 0.02 | 52.721054
Pajek | Sandi_authors | 96 | 96 | 256 | 124 | 6 | 9 | 0.05 | 6.280126
Pajek | SciMet | 3088 | 3088 | 256 | 10413 | 193 | 652 | 0.06 | 84.681694
Pajek | SmaGri | 1072 | 1072 | 256 | 4919 | 67 | 273 | 0.07 | 68.981377
Pajek | SmallW | 400 | 400 | 256 | 994 | 25 | 50 | 0.08 | 22.060442
Pajek | Stranke94 | 16 | 16 | 256 | 45 | 1 | 1 | 0.18 | 8.820176
Pajek | USAir97 | 336 | 336 | 256 | 2126 | 21 | 66 | 0.13 | 13.440269
Pajek | Wordnet3 | 82672 | 82672 | 256 | 132964 | 5167 | 7948 | 0.07 | 312.506256
Pajek | WorldCities | 320 | 112 | 256 | 7518 | 20 | 121 | 0.24 | 15.400308
Pajek | Zewail | 6752 | 6752 | 256 | 54233 | 422 | 3225 | 0.07 | 159.523193
Pajek | foldoc | 13360 | 13360 | 256 | 120238 | 835 | 4430 | 0.11 | 155.703110
Pajek | football | 48 | 48 | 256 | 118 | 3 | 4 | 0.12 | 10.760215
Pajek | geom | 7344 | 7344 | 256 | 11898 | 459 | 944 | 0.05 | 76.381531
Pajek | internet | 124656 | 124656 | 256 | 207214 | 7791 | 14701 | 0.06 | 564.411316

[2026-05-01 12:00:44] ColDense Individual Sample Performance
================================================================
Format: Category | Sample_Name | M | K | N | NNZ | WindowNum | BlockNum | FillRate | Performance(us)
================================================================
BigData | thermomech_TC | 102160 | 102160 | 256 | 406858 | 6385 | 28294 | 0.06 | 1034.300659
BigData | thermomech_TK | 102160 | 102160 | 256 | 406858 | 6385 | 28294 | 0.06 | 1033.700684
BigData | kron_g500-logn17 | 131072 | 131072 | 256 | 5114375 | 8192 | 295864 | 0.07 | 15063.060547
BigData | GL7d14 | 171376 | 47280 | 256 | 1831183 | 10711 | 118936 | 0.06 | 3778.635498
BigData | GL7d23 | 105056 | 349456 | 256 | 2695430 | 6566 | 171062 | 0.06 | 12433.568359
